,title,price,link
36,ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce G...,"₹49,990",/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-144-hz-fx506lhb-hn355w-laptop/p/itmedcb081ea5c22?pid=COMGEMH5FTFWZZFZ&lid=LSTCOMGEMH5FTFWZZFZLDDTPQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_37&otracker=search&fm=organic&iid=0a52f0a9-38cc-4c84-90a0-f9035f620e37.COMGEMH5FTFWZZFZ.SEARCH&ppt=None&ppn=None&ssid=8pet6kp1ds0000001663996555607&qH=c06ea84a1e3dc3c6
37,APPLE MacBook Air M1 - (16 GB/512 GB SSD/Mac OS Big Sur) Z124J002KD,"₹1,25,890",/apple-macbook-air-m1-16-gb-512-gb-ssd-mac-os-big-sur-z124j002kd/p/itm7f6b2617bd5c0?pid=COMG9UD4GWJFXGEH&lid=LSTCOMG9UD4GWJFXGEHWFHDNX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_38&otracker=search&fm=organic&iid=0a52f0a9-38cc-4c84-90a0-f9035f620e37.COMG9UD4GWJFXGEH.SEARCH&ppt=None&ppn=None&ssid=8pet6kp1ds0000001663996555607&qH=c06ea84a1e3dc3c6
38,ASUS VivoBook 15 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) X515EA-EJ502WS T...,"₹41,990",/asus-vivobook-15-2022-core-i5-11th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-x515ea-ej502ws-thin-light-laptop/p/itm1d88bb23a2484?pid=COMG87FFG6S8ZRXP&lid=LSTCOMG87FFG6S8ZRXPPOZ9DA&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_39&otracker=search&fm=organic&iid=0a52f0a9-38cc-4c84-90a0-f9035f620e37.COMG87FFG6S8ZRXP.SEARCH&ppt=None&ppn=None&ssid=8pet6kp1ds0000001663996555607&qH=c06ea84a1e3dc3c6
39,Lenovo IdeaPad Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,"₹58,990",/lenovo-ideapad-gaming-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-81y4019ein-81y401bhin-laptop/p/itm0e542b2a6f95c?pid=COMG3HHRMGSUZATZ&lid=LSTCOMG3HHRMGSUZATZHSVRV1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_40&otracker=search&fm=organic&iid=en_J56XfAziBlSykfMBtv5puqVWpvZJnUQesBpk%2B2N3QHljtlTszYiWP0iwoYZ11EmOvXREnMQfo0A81lstS7FaOg%3D%3D&ppt=None&ppn=None&ssid=8pet6kp1ds0000001663996555607&qH=c06ea84a1e3dc3c6
40,acer Extensa Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) EX 215-54/ EX 215-54-356V Thin and L...,"₹30,990",/acer-extensa-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-ex-215-54-215-54-356v-thin-light-laptop/p/itm04c565616da14?pid=COMGGYEBDUJ4PYS9&lid=LSTCOMGGYEBDUJ4PYS9H9GDDB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_41&otracker=search&fm=organic&iid=0a52f0a9-38cc-4c84-90a0-f9035f620e37.COMGGYEBDUJ4PYS9.SEARCH&ppt=None&ppn=None&ssid=8pet6kp1ds0000001663996555607&qH=c06ea84a1e3dc3c6
41,ASUS VivoBook K15 OLED (2022) Ryzen 5 Hexa Core AMD R5-5500U - (16 GB/512 GB SSD/Windows 11 Home) KM51...,"₹51,890",/asus-vivobook-k15-oled-2022-ryzen-5-hexa-core-amd-r5-5500u-16-gb-512-gb-ssd-windows-11-home-km513ua-l511ws-thin-light-laptop/p/itma65cbe0f34166?pid=COMGB6DZ87UFQXMM&lid=LSTCOMGB6DZ87UFQXMMI6QQYG&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_42&otracker=search&fm=organic&iid=0a52f0a9-38cc-4c84-90a0-f9035f620e37.COMGB6DZ87UFQXMM.SEARCH&ppt=None&ppn=None&ssid=8pet6kp1ds0000001663996555607&qH=c06ea84a1e3dc3c6
42,ASUS ROG Strix G15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVID...,"₹89,890",/asus-rog-strix-g15-ryzen-7-octa-core-amd-r7-4800h-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-ti-144-hz-g513ie-hn040ws-gaming-laptop/p/itm13c7975bead0a?pid=COMGE73KYN76YZC7&lid=LSTCOMGE73KYN76YZC71JHKIS&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_43&otracker=search&fm=organic&iid=0a52f0a9-38cc-4c84-90a0-f9035f620e37.COMGE73KYN76YZC7.SEARCH&ppt=None&ppn=None&ssid=8pet6kp1ds0000001663996555607&qH=c06ea84a1e3dc3c6
43,Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹58,990",/lenovo-ideapad-gaming-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6d2-laptop/p/itm78e98bb9abfb1?pid=COMGBNFUHREA8EJN&lid=LSTCOMGBNFUHREA8EJNCOPCZZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_44&otracker=search&fm=organic&iid=en_J56XfAziBlSykfMBtv5puqVWpvZJnUQesBpk%2B2N3QHnnhrzmKPO97uXaU%2BVEF0wSL5kqRP45OJvGMF1rCcADBw%3D%3D&ppt=None&ppn=None&ssid=8pet6kp1ds0000001663996555607&qH=c06ea84a1e3dc3c6
44,ASUS Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-EJ382WS Laptop,"₹29,890",/asus-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-x515ja-ej382ws-laptop/p/itma0bbda903c72b?pid=COMGHHWNHHPAGR9U&lid=LSTCOMGHHWNHHPAGR9UFHHAEN&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_45&otracker=search&fm=organic&iid=0a52f0a9-38cc-4c84-90a0-f9035f620e37.COMGHHWNHHPAGR9U.SEARCH&ppt=None&ppn=None&ssid=8pet6kp1ds0000001663996555607&qH=c06ea84a1e3dc3c6
45,RedmiBook 15 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) Thin and Light Laptop,"₹28,890",/redmibook-15-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-thin-light-laptop/p/itm302328cdf5e24?pid=COMG4Z35GKZTRDSF&lid=LSTCOMG4Z35GKZTRDSFFNBHAW&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_46&otracker=search&fm=organic&iid=0a52f0a9-38cc-4c84-90a0-f9035f620e37.COMG4Z35GKZTRDSF.SEARCH&ppt=None&ppn=None&ssid=8pet6kp1ds0000001663996555607&qH=c06ea84a1e3dc3c6
46,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/512 GB SSD/Windows 11 Home) Inspiron 3515 Notebook,"₹37,700",/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-512-gb-ssd-windows-11-home-3515-notebook/p/itmd6bf37ed6662a?pid=COMGD436FBZYMZRS&lid=LSTCOMGD436FBZYMZRSSJHVWU&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_47&otracker=search&fm=organic&iid=0a52f0a9-38cc-4c84-90a0-f9035f620e37.COMGD436FBZYMZRS.SEARCH&ppt=None&ppn=None&ssid=8pet6kp1ds0000001663996555607&qH=c06ea84a1e3dc3c6
47,Lenovo IdeaPad 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Xe) 15IAU7...,"₹56,990",/lenovo-ideapad-3-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-intel-integrated-iris-xe-15iau7-gaming-laptop/p/itmb696704ad257e?pid=COMGHA9RYJRG8JE6&lid=LSTCOMGHA9RYJRG8JE6DAGDGQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_2_48&otracker=search&fm=organic&iid=en_J56XfAziBlSykfMBtv5puqVWpvZJnUQesBpk%2B2N3QHkrKeNK62g3PTX9YHsYQ4bcifEKlTERv40Z1E2V5nuvlg%3D%3D&ppt=None&ppn=None&ssid=8pet6kp1ds0000001663996555607&qH=c06ea84a1e3dc3c6
48,HP Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14s - dy2507TU Thin and Light Laptop,"₹34,890",/hp-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-14s-dy2507tu-thin-light-laptop/p/itm183e95bd1f23b?pid=COMGG63H9BFFUYVY&lid=LSTCOMGG63H9BFFUYVYQPFKJJ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_49&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMGG63H9BFFUYVY.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
49,Lenovo IdeaPad Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce...,"₹46,990",/lenovo-ideapad-gaming-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-82k101b6in-82k101ftin-laptop/p/itm52edaf472c5df?pid=COMGFM5BFZHDDB4R&lid=LSTCOMGFM5BFZHDDB4RSEPODX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_50&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMGFM5BFZHDDB4R.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
50,DELL Inspiron Ryzen 5 Dual Core 3450U - (8 GB/512 GB SSD/Windows 11 Home) INSPIRON 3515 Thin and Light...,"₹39,890",/dell-inspiron-ryzen-5-dual-core-3450u-8-gb-512-gb-ssd-windows-11-home-3515-thin-light-laptop/p/itm9130b557c4381?pid=COMGC3HZXGYTWJX9&lid=LSTCOMGC3HZXGYTWJX97ZUJKH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_51&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMGC3HZXGYTWJX9.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
51,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 82H801L7IN | 82H802FJIN | 82H802...,"₹33,990",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-82h801l7in-82h802fjin-82h802l3in-82h801lhin-thin-light-laptop/p/itm0e009f57a591b?pid=COMG9VHHG6Q3RRJX&lid=LSTCOMG9VHHG6Q3RRJXQHPK6Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_52&otracker=search&fm=organic&iid=en_ZPO3j2487NnqC8%2Fds%2BaLXcC%2BB3bXcDVopYkl%2FGfntcHK%2BsqkOgcGJTmZ1f6C6lqQL5jhQWpdvx1OYmo5B%2BTaig%3D%3D&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
52,ASUS TUF Dash F15 Core i7 12th Gen - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX ...,"₹93,990",/asus-tuf-dash-f15-core-i7-12th-gen-16-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-rtx-3050-144-hz-fx517zc-hn108ws-gaming-laptop/p/itm702570f8af94a?pid=COMGFWCYUH7DC4HB&lid=LSTCOMGFWCYUH7DC4HBE7BXRF&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_53&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMGFWCYUH7DC4HB.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
53,DELL Inspiron Ryzen 3 Dual Core 3250U - (8 GB/1 TB HDD/Windows 10) Inspiron 3505 Notebook,"₹38,200",/dell-inspiron-ryzen-3-dual-core-3250u-8-gb-1-tb-hdd-windows-10-3505-notebook/p/itm6db53ec102daa?pid=COMG24PG7EFFBSEV&lid=LSTCOMG24PG7EFFBSEVJV0I4V&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_54&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMG24PG7EFFBSEV.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
54,ASUS Vivobook Pro 15 Ryzen 7 Octa Core AMD R7-4800H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/...,"₹62,890",/asus-vivobook-pro-15-ryzen-7-octa-core-amd-r7-4800h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-max-q-m6500ih-hn701ws-creator-laptop/p/itm817ed9fab3f5d?pid=COMGG3S9Y9PWSRZS&lid=LSTCOMGG3S9Y9PWSRZS16LXOD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_55&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMGG3S9Y9PWSRZS.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
55,Lenovo IdeaPad Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce...,"₹58,990",/lenovo-ideapad-gaming-core-i7-10th-gen-8-gb-512-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-81y4019ein-81y401bhin-laptop/p/itm0e542b2a6f95c?pid=COMG3HHRMGSUZATZ&lid=LSTCOMG3HHRMGSUZATZHSVRV1&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_56&otracker=search&fm=organic&iid=en_ZPO3j2487NnqC8%2Fds%2BaLXcC%2BB3bXcDVopYkl%2FGfntcFmkx%2BsE%2FUz0R02llhSy9FdvXREnMQfo0A81lstS7FaOg%3D%3D&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
56,HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 11 Home) 15s-ey1508AU Thin and Light Laptop,"₹30,890",/hp-ryzen-3-dual-core-3250u-8-gb-256-gb-ssd-windows-11-home-15s-ey1508au-thin-light-laptop/p/itmec2f587ddbf77?pid=COMGFPH2ZWTDZHK6&lid=LSTCOMGFPH2ZWTDZHK6AEG0YB&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_57&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMGFPH2ZWTDZHK6.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
57,Lenovo IdeaPad Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) 81X800J3IN | 81X800LGIN Thin and L...,"₹33,990",/lenovo-ideapad-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-81x800j3in-81x800lgin-thin-light-laptop/p/itm1c6de69e1069c?pid=COMGBNFUTNYFZRJQ&lid=LSTCOMGBNFUTNYFZRJQEVXKZI&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_58&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMGBNFUTNYFZRJQ.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
58,HP Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 11 Home) 15s- eq2182AU Thin and Light Laptop,"₹48,890",/hp-ryzen-5-hexa-core-5500u-16-gb-512-gb-ssd-windows-11-home-15s-eq2182au-thin-light-laptop/p/itm09b322c037285?pid=COMGFRHGDB9G3Z9C&lid=LSTCOMGFRHGDB9G3Z9C3FOYP9&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_59&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMGFRHGDB9G3Z9C.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
59,Lenovo IdeaPad 3 Core i5 12th Gen - (16 GB/512 GB SSD/Windows 11 Home/Intel Integrated Iris Xe) 15IAU7...,"₹56,990",/lenovo-ideapad-3-core-i5-12th-gen-16-gb-512-gb-ssd-windows-11-home-intel-integrated-iris-xe-15iau7-gaming-laptop/p/itmb696704ad257e?pid=COMGHA9RYJRG8JE6&lid=LSTCOMGHA9RYJRG8JE6DAGDGQ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_60&otracker=search&fm=organic&iid=en_ZPO3j2487NnqC8%2Fds%2BaLXcC%2BB3bXcDVopYkl%2FGfntcGaXzkhwk%2Fgapqe1jTNmLc6ifEKlTERv40Z1E2V5nuvlg%3D%3D&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
60,DELL Core i3 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) Vostro 3510 Thin and Light Laptop,"₹38,990",/dell-core-i3-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-11-home-vostro-3510-thin-light-laptop/p/itm9ba5f470413d2?pid=COMGBP5FXHE2MXAZ&lid=LSTCOMGBP5FXHE2MXAZ3QISAH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_61&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMGBP5FXHE2MXAZ.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
61,ASUS TUF Gaming F15 Core i5 10th Gen - (8 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX...,"₹54,990",/asus-tuf-gaming-f15-core-i5-10th-gen-8-gb-1-tb-ssd-windows-11-home-4-gb-graphics-nvidia-geforce-gtx-1650-fx506lh-hn310w-laptop/p/itme087d60dbb3fb?pid=COMGGYY3HZGRXSUP&lid=LSTCOMGGYY3HZGRXSUPAEEV0S&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_62&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMGGYY3HZGRXSUP.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
62,ASUS Core i5 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) X515JA-BQ511WS Thin and Light Laptop,"₹36,890",/asus-core-i5-10th-gen-8-gb-256-gb-ssd-windows-11-home-x515ja-bq511ws-thin-light-laptop/p/itmd9d53b508670c?pid=COMGDRJQFQR9CHHM&lid=LSTCOMGDRJQFQR9CHHMRSVA9Q&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_63&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMGDRJQFQR9CHHM.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
63,Lenovo IdeaPad 3 Core i5 12th Gen - (8 GB/512 GB SSD/Windows 11 Home) 15IAU7 Thin and Light Laptop,"₹51,990",/lenovo-ideapad-3-core-i5-12th-gen-8-gb-512-gb-ssd-windows-11-home-15iau7-thin-light-laptop/p/itm496ac469abb9e?pid=COMGFM5BHPZWTFST&lid=LSTCOMGFM5BHPZWTFSTRRCS5G&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_64&otracker=search&fm=organic&iid=en_ZPO3j2487NnqC8%2Fds%2BaLXcC%2BB3bXcDVopYkl%2FGfntcHtaKLb85%2FAodHzdYn3vQ%2BWul5JO0vA%2BNes7IY7%2B9G57g%3D%3D&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
64,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core AMD R5-5600H - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphic...,"₹50,890",/lenovo-ideapad-gaming-3-ryzen-5-hexa-core-amd-r5-5600h-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15ach6-15ach6d1-gaming3-15ach6d1-laptop/p/itmeb72bf79e6eb4?pid=COMG8ZHDWJXZRHBW&lid=LSTCOMG8ZHDWJXZRHBWRJPFSD&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_65&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMG8ZHDWJXZRHBW.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
65,ASUS Zenbook Flip 13 OLED Touch Panel Intel EVO Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) U...,"₹65,990",/asus-zenbook-flip-13-oled-touch-panel-intel-evo-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-ux363ea-hp502ws-2-1-laptop/p/itm562b2817ed484?pid=COMG96ZHMRDB9N8Z&lid=LSTCOMG96ZHMRDB9N8ZUWQWG5&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_66&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMG96ZHMRDB9N8Z.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
66,ASUS Vivobook Ultra 14 (2022) Core i3 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) K413EA-EB302WS Thin...,"₹37,990",/asus-vivobook-ultra-14-2022-core-i3-11th-gen-8-gb-512-gb-ssd-windows-11-home-k413ea-eb302ws-thin-light-laptop/p/itm0f2e852a3ac4f?pid=COMGCXD7RWUFARSB&lid=LSTCOMGCXD7RWUFARSBWSIXXY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_67&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMGCXD7RWUFARSB.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
67,Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeFor...,"₹58,990",/lenovo-ideapad-gaming-3-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-3050-15ihu6d2-laptop/p/itm78e98bb9abfb1?pid=COMGBNFUHREA8EJN&lid=LSTCOMGBNFUHREA8EJNCOPCZZ&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_68&otracker=search&fm=organic&iid=en_ZPO3j2487NnqC8%2Fds%2BaLXcC%2BB3bXcDVopYkl%2FGfntcHZ0lIDQQOUwsBqr9adVgv%2BcRe85G8DPL7dNHZivc46vQ%3D%3D&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
68,realme Book (Slim) Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10 Home) RMNB1001 Thin and Light Laptop,"₹32,890",/realme-book-slim-core-i3-11th-gen-8-gb-256-gb-ssd-windows-10-home-rmnb1001-thin-light-laptop/p/itm7109ffde0b2cc?pid=COMG5YDPYEB7ZAKK&lid=LSTCOMG5YDPYEB7ZAKKVEOVUY&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_69&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMG5YDPYEB7ZAKK.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
69,ASUS VivoBook 15 (2022) Core i3 10th Gen - (8 GB/512 GB SSD/Windows 11 Home) X515JA-BQ322WS Thin and L...,"₹26,990",/asus-vivobook-15-2022-core-i3-10th-gen-8-gb-512-gb-ssd-windows-11-home-x515ja-bq322ws-thin-light-laptop/p/itm60eb4c38db6f6?pid=COMGB6DZBWCDEXXA&lid=LSTCOMGB6DZBWCDEXXAMHCEBC&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_70&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMGB6DZBWCDEXXA.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
70,MSI GF63 Thin Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce GTX 165...,"₹49,890",/msi-gf63-thin-core-i5-11th-gen-8-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-gtx-1650-max-q-11sc-1046in-gaming-laptop/p/itm4b5beacb857d7?pid=COMGGZ23ZZPQYFJA&lid=LSTCOMGGZ23ZZPQYFJAWNHHWX&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_71&otracker=search&fm=organic&iid=5b95d983-cb25-4716-93b7-002c0666f6c1.COMGGZ23ZZPQYFJA.SEARCH&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
71,Lenovo IdeaPad 3 Core i3 11th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop,"₹30,990",/lenovo-ideapad-3-core-i3-11th-gen-8-gb-256-gb-ssd-windows-11-home-14itl05-thin-light-laptop/p/itme5d4463121c64?pid=COMG9VKERHP4FACH&lid=LSTCOMG9VKERHP4FACHOL4YVH&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_3_72&otracker=search&fm=organic&iid=en_ZPO3j2487NnqC8%2Fds%2BaLXcC%2BB3bXcDVopYkl%2FGfntcHmd6%2Fk1ekX%2BH2Y0%2BdcnYmRzTWNln6XstmQANkF2aQWXw%3D%3D&ppt=None&ppn=None&ssid=jdsstn2l0g0000001663996556623&qH=c06ea84a1e3dc3c6
72,Lenovo IdeaPad Gaming 3 Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,"₹47,990",/lenovo-ideapad-gaming-3-core-i5-10th-gen-8-gb-1-tb-hdd-256-gb-ssd-windows-10-home-4-graphics-nvidia-geforce-gtx-1650-120-hz-15imh05-laptop/p/itmf323b897b68d2?pid=COMG36BSGU46YWAX&lid=LSTCOMG36BSGU46YWAX4HBLZO&marketplace=FLIPKART&q=laptops&store=6bo%2Fb5g&srno=s_4_73&otracker=search&fm=organic&iid=eb10eb2b-1c1e-4cb1-8617-d0e84cc89bfa.COMG36BSGU46YWAX.SEARCH&ppt=None&ppn=None&ssid=fco7f0i92o0000001663996557592&qH=c06ea84a1e3dc3c6
